"name1","name2","street1","street2","city","state","zip","zip4","county","phone","intake_prompt","intake1","intake2","website","latitude","longitude","type_facility","mh","sa","dt","mm","dm","bum","db","rpn","bu","nxn","vtrl","meth","hh","noop","pain","nmoa","moa","ubn","otp","psy","rtcc","rtca","ores","ph","omh","cmhc","msmh","ipt","cft","gt","cbt","dbt","idd","at","ect","tele","saca","trc","smon","smpd","smop","hi","res","phdt","op","rs","rl","rd","od","omb","odt","oit","ort","hid","hit","ct","gh","psyh","vamc","tbg","ih","stg","lccg","ddf","stag","stmh","stdh","hla","jc","carf","ncqa","coa","hfap","np","sf","md","mc","si","pi","mi","smha","swfs","scjj","sef","osf","clf","csbg","cmhg","vaf","fsa","cit","wi","ss","pa","ah","sp","co","gl","vet","adm","mf","cj","se","ad","pw","wn","mn","hv","trma","xa","dv","sed","smi","alz","ptsd","tbi","tay","ped","act","icm","cm","cdm","peer","coot","dec","es","fpsy","hs","imr","ipc","lad","nrt","nsc","prs","stu","sps","semp","sh","tpc","tcc","vrs","adtx","bdtx","cdtx","mdtx","odtx","tgd","ico","gco","fco","mco","twfa","bia","cmi","moti","ang","mxm","crv","relp","bc","chld","yad","adlt","snr","fem","male","du","duo","acc","acm","acu","baba","ccc","cmha","csaa","daut","dp","dsf","dvfp","eih","emp","haec","heoh","hivt","isc","itu","mhs","opc","sae","shg","smhd","ssa","ssd","stdt","ta","taec","tbs","bsdm","nu","mu","bwn","bwon","ub","un","beri","pvtp","pvtn","fqhc","sumh","inpe","rpe","pc","naut","nmaut","acma","pmat","auinpe","aurpe","aupc","dlc","mhiv","mhcv","lfxd","clnd","copsu","daof","mst","noe","ofd","rc","piec","mdet","voc","hav","hbv","audo","cbhc","chlor","drope","fluph","halop","loxap","perph","pimoz","proch","thiot","thior","trifl","aripi","asena","brexp","carip","cloza","ilope","luras","olanz","olanzf","palip","queti","rispe","zipra","crt","emdr","kit","tms","peon","peoff","fg","pcf","pefp","aot","msnh","ipsy","shp","vahc","mmd","antpych","mpep","aim","fed","sotp","dea","mhc","samf","mhpa","hbt","hct","labt","tod","vapn","vapp","vppd","oudo","nx","fx","mws","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n24","n40"
"Newport Academy","","1104 Lincoln Avenue","","San Rafael","CA","94901","","Marin","877-820-6371","","","","http://www.newportacademy.com","37.9736045","-122.5233765","MH","1","1","","","","","","","","","","","","","","","","","","","1","","","","","","","1","1","1","1","1","1","1","","1","","","1","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","1","1","","","","","","","","","1","1","","","","","","","","","","","1","","","1","","","","","","","","","1","","","","1","1","1","","","1","","","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Options Recovery Services","","1300 East 14th Street","","San Leandro","CA","94577","4714","Alameda","510-925-4005","","510-666-9552","","http://www.optionsrecoveryservices.com","37.7249831","-122.1555675","SU","","1","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","1","","","","","","1","","","","","","","1","1","","","","","","","","","","","","1","","1","","","","","","","","1","1","","","","","","","","","","","","","","","","","1","1","","1","1","","","","","","","","","1","1","","1","","","","","","","","","","","","1","","1","","","","","1","","","","","","","1","1","","","","1","","","","","","","","1","1","","","1","","","1","1","","","1","1","","1","1","","1","1","","","1","","1","1","","","1","1","1","","","","","","","","","","","1","1","","1","1","1","","1","","","","","","","","","","","","1","","1","","","1","","","1","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HAART","","10850 MacArthur Boulevard","Suite 200","Oakland","CA","94605","","Alameda","510-875-2300","Intakes","510-875-2300 x246","510-875-2300 x228","http://www.haartoakland.org","37.741429","-122.149694","SU","","1","1","1","1","1","1","1","1","1","1","1","","","","","","","1","","","","","","","","","","","","1","","","","","1","1","1","","1","","","","","1","","","","1","1","","","1","","","","","","","","","","","","1","","1","","1","","","","","","1","1","1","1","1","1","","","","","","","","","","1","","","1","1","","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","","","","","1","","","","1","","1","","","","","1","","","","","","","1","1","","","","1","","","","","","1","","1","1","1","1","","1","1","1","","","","1","","","","","","1","1","","","1","1","","1","","","1","1","1","1","1","1","1","1","1","1","","","1","","1","","1","1","1","","1","1","1","","1","1","1","1","1","1","1","","1","","","","","","","","","1","1","","","","","","","","1","1","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","","1","","1","","","1","1","","","1","","","","","","","","","","","","","","","","","","","",""
"HealthRIGHT 360","Womens Recovery Association Hillside","27 North Humboldt Street","","San Mateo","CA","94401","","San Mateo","415-235-8254","Intakes","650-348-6603 x301","650-348-6603 x226","http://healthright360.org","37.5728293","-122.3202798","SU","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","1","","","","","","","","","","","","","1","","","","","","","1","","","","","1","","","1","1","","","1","1","1","","","","","","1","","","","1","","1","","","","","1","","","","","","","1","","","","","1","","","","","","","","1","1","","","1","","1","1","1","1","1","1","","","1","1","","1","","","","","","","1","","","1","1","1","","","","1","","","","1","","1","1","1","1","1","1","1","","1","","","","1","","","","","","","","1","","","1","1","1","","","1","","","1","1","","","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Stars Community Services","","400 Estudillo Avenue","Suite 100","San Leandro","CA","94577","","Alameda","510-352-9200","","510-352-9200 x210","","http://www.starsinc.com","37.7262863","-122.1520508","MH","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","","","1","","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","1","","","","","1","","","","","","","","1","","1","1","1","","","","","","","","","","","1","","","1","1","","1","","1","1","","1","1","","1","","","","1","","","","","","","1","1","","1","","","1","1","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","1","1","","","1","1","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"CenterLink","Multi Services Center","1601 2nd Street","Suite 104","San Rafael","CA","94901","","Marin","415-456-6655","","415-456-6655 x1","","http://www.cpinc.org","37.9720604","-122.5362897","SU","","1","","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","","","1","","","","","","","1","1","","","","","","","","","","","","1","","","","","1","","","","","1","1","1","1","1","","","","","","","","","","","1","","","","","","1","1","","","","","1","","","1","1","1","","1","","","","","","","","","","","","1","","1","","","","","1","","","","1","1","","1","","","","","1","","","","","","","","1","1","1","1","","","1","1","1","1","","1","","","1","1","","1","1","","","1","","","1","","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","1","1","","1","1","","","1","","1","1","1","","1","","1","","","1","1","1","","","1","","1","1","1","","1","1","","","","1","","1","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Marin Treatment Center","Outpatient Services","1466 Lincoln Avenue","","San Rafael","CA","94901","","Marin","415-457-3755","","","","http://www.mtcinc.org","37.9801687","-122.5218558","SU","","1","","1","","1","","","1","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","1","1","1","1","","","","","","1","","","","","1","","","1","","","","","","","","","","","","1","","","","","1","","","","","1","1","1","","1","","","","","","","","","","","1","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","1","","","","1","","","1","","","","","1","","","","","","","","1","1","","","","1","1","1","1","1","","1","","1","","","","1","1","","","1","","","1","","","1","1","1","1","","","","1","1","1","","","1","1","1","","1","1","","1","1","1","1","1","","1","1","","1","","","","1","","1","","","","","1","","","","","","","","","","","","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","1","","1","","","1","","","","","1","","","","","","","","","","","","","1","","","","","","","",""
"Center Point Inc","Residential Women and Children","1477 Lincoln Avenue","","San Rafael","CA","94901","","Marin","415-492-4444","","415-456-6655 x1","","http://www.cpinc.org","37.9802905","-122.5228198","SU","","1","1","","","","","","1","1","1","","","","1","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","1","","","1","1","1","","","","","","","","","","","","","","","","","1","","","","","1","","","","","1","1","1","1","1","","","","","","","","","","","1","","","","","","1","1","","","","","1","","","1","1","","","1","","1","","","","","","","","","","1","","1","","","","","1","","","","1","","","1","","","","","1","","1","1","1","1","1","","1","1","1","1","","","","1","1","1","","1","1","","1","1","","1","","","","1","","","1","1","1","1","1","1","","1","1","1","1","1","","1","","1","1","1","1","1","1","1","","1","1","","","1","","1","1","1","","1","","1","","","1","1","1","","","1","","1","1","1","","1","1","","","","1","","1","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Project Ninety Inc","A Division of Caminar","416 2nd Avenue","","San Mateo","CA","94401","","San Mateo","650-579-7881","","","","http://www.caminar.org","37.567036","-122.321697","SU","","1","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","1","","","","","1","1","1","","1","","","","","1","","","","","","","1","1","","","","","","","","","","","","1","","1","","","","","","","","1","1","1","1","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","1","","","","","","","1","","","","","","","","","","","","","1","1","1","","","1","","1","1","1","","1","","","1","1","","","1","","","","","","1","","","1","1","1","","","","","","","","1","","","","1","1","","1","1","","","","","","","","","","","","","","1","","","","1","","","","1","","","1","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Mills Peninsula Health Services","Behavioral Health Department","100 South San Mateo Drive","","San Mateo","CA","94401","","San Mateo","650-696-4690","","650-696-4666","","http://www.sutterhealth.org/mills","37.5650427","-122.3262078","MH","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","1","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Felton Institute","Deaf Community Counseling Servs (DCCS)","13847 East 14th Street","Suite 205","San Leandro","CA","94578","","Alameda","415-255-5849","","","","https://felton.org/social-services/adult/dccs/","37.7144116","-122.1422713","MH","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","","","1","","1","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","1","","","1","","1","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","","","","1","1","","","","","","1","1","1","1","","","","1","","","","","","","","","","","","","","","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","1","","","","1","","","1","","1","1","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
